company_name,source_name,source_url,source_type,fetch_status,http_status,page_title,meta_description,headings,evidence_snippet,evidence_keywords,error
Endurance Technologies,Google News RSS,https://news.google.com/rss/search?q=%22Endurance+Technologies%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Endurance Technologies,,"Endurance Technologies IPO Opens, Aims to Raise Nearly Rs 1,162 Crore - Interim Report - dars.gov.et | Endurance Technologies Completes Italian Subsidiary Merger - Autocar Professional | Endurance Technologies expands ABS production capacity - Manufacturing Today India | How Anurang Jain turned Endurance into a global auto components powerhouse - Forbes India | Rajshekhar G Sindhanakera Appointed VAP Head – India Business at Endurance Technologies Ltd. - hrtoday.in","Endurance Technologies IPO Opens, Aims to Raise Nearly Rs 1,162 Crore - Interim Report - dars.gov.et | Endurance Technologies Completes Italian Subsidiary Merger - Autocar Professional | Endurance Technologies expands ABS production capacity - Manufacturing Today India | How Anurang Jain turned Endurance into a global auto components powerhouse - Forbes India | Rajshekhar G Sindhanakera Appointed VAP Head – India Business at Endurance Technologies Ltd. - hrtoday.in","['component', 'manufacturing', 'production']",
Uno Minda,Official Company Website,https://www.unominda.com,Company Information,Success,200.0,Uno Minda - Leading Auto Components & Systems Manufacturer,Uno Minda: Innovating automotive technology with premium components for OEMs worldwide. Explore products from switches and lighting to EV solutions and smart mobility systems.,"Driving The New Future of Mobility | Find anything about our products, search our documentation, and more. | About Us | Group Companies | Products | Investors | Technology | ESG","Uno Minda - Leading Auto Components & Systems Manufacturer Uno Minda: Innovating automotive technology with premium components for OEMs worldwide. Explore products from switches and lighting to EV solutions and smart mobility systems. Driving The New Future of Mobility Find anything about our products, search our documentation, and more. About Us Group Companies Products Investors Technology ESG Contact us About Us Group Overview The Group Vision The Group Values Group Corporate Structure Leadership Team Technology Partners Group Videos Awards Events CSR Group Corporate Structure Products 4 Wheeler 3 Wheeler EV 2/3 Wheeler ICE 2 Wheeler EV Commercial Vehicle Off Road Enter a query in the search input above, and results will be displayed as you type. About Us About Us Group Overview The Group Vision and Values Group Corporate Structure Leadership Team Key Highlights Our Presence Joint Ven","['commercial vehicle', 'component', 'ev', 'mobility']",
Varroc Engineering,Google News RSS,https://news.google.com/rss/search?q=%22Varroc+Engineering%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Varroc Engineering,,Varroc Engineering Wins ET AutoTech Award 2026 for In Cabin Innovation and Smart Vehicle Technology Excellence - chshyd.in | Varroc Engineering Wins ET AutoTech Award 2026 - Machine Maker | Varroc eyes India’s growing digital cockpit market with China’s Tolyy - ET Auto | Varroc Engineering Secures Major High Voltage Electronics Contract with EV Manufacturer - Autocar Professional | Varroc Engineering launches third Eureka Challenge to connect engineering students with industry problems - Manufacturing Today India,Varroc Engineering Wins ET AutoTech Award 2026 for In Cabin Innovation and Smart Vehicle Technology Excellence - chshyd.in | Varroc Engineering Wins ET AutoTech Award 2026 - Machine Maker | Varroc eyes India’s growing digital cockpit market with China’s Tolyy - ET Auto | Varroc Engineering Secures Major High Voltage Electronics Contract with EV Manufacturer - Autocar Professional | Varroc Engineering launches third Eureka Challenge to connect engineering students with industry problems - Manufacturing Today India,"['ev', 'manufacturing']",
Amara Raja Energy & Mobility,Google News RSS,https://news.google.com/rss/search?q=%22Amara+Raja+Energy+%26+Mobility%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Amara Raja Energy & Mobility,,"China curbs no bar: Amara Raja goes solo to unlock homegrown battery tech for India - Business Today | Amara Raja plans ₹1,700 crore capex push for FY27; targets Q1 FY28 lithium plant launch - ET Auto | Amara Raja Energy & Mobility's (NSE:ARE&M) Problems Go Beyond Weak Profit - simplywall.st | Amara Raja Posts Strong FY26 Revenue Growth at 13,549 Crore - Entrepreneur India | Amara Raja Energy & Mobility Launches Amaron Assist to Enter Automotive and Battery Services Segment - scanx.trade","China curbs no bar: Amara Raja goes solo to unlock homegrown battery tech for India - Business Today | Amara Raja plans ₹1,700 crore capex push for FY27; targets Q1 FY28 lithium plant launch - ET Auto | Amara Raja Energy & Mobility's (NSE:ARE&M) Problems Go Beyond Weak Profit - simplywall.st | Amara Raja Posts Strong FY26 Revenue Growth at 13,549 Crore - Entrepreneur India | Amara Raja Energy & Mobility Launches Amaron Assist to Enter Automotive and Battery Services Segment - scanx.trade","['battery', 'ev', 'mobility', 'service']",
Amara Raja Energy & Mobility,Official Company Website,https://www.amararajaeandm.com,Company Information,Failed,,,,,,[],"HTTPSConnectionPool(host='www.amararajaeandm.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1010)')))"
Hyundai Motor India,Official Company Website,https://www.hyundai.com/in,Company Information,Success,200.0,"Hyundai Cars: Sedan, SUV, Hatchback, EV | Hyundai Motor India","Visit Hyundai India website, check offers and book new Hyundai car online. Find nearest dealer/showroom and request a latest Hyundai model test drive now.",Hyundai Cars | Experience Innovation with Hyundai Cars | WHAT'S NEW See what's happening | The new Hyundai EXTER is here to redefine the compact SUV experience | SOCIAL Check out what's trending | Hyundai Blog | Best Sunroof Car Under 10 Lakh in India | 7-seater Car with Sunroof in India,"Hyundai Cars: Sedan, SUV, Hatchback, EV | Hyundai Motor India Visit Hyundai India website, check offers and book new Hyundai car online. Find nearest dealer/showroom and request a latest Hyundai model test drive now. Hyundai Cars Experience Innovation with Hyundai Cars WHAT'S NEW See what's happening The new Hyundai EXTER is here to redefine the compact SUV experience SOCIAL Check out what's trending Hyundai Blog Best Sunroof Car Under 10 Lakh in India 7-seater Car with Sunroof in India Manual Gearbox Cars for Better Driving Control Interested in a Hyundai? Share number to know more from us. Find a Car SUV EXTER VENUE VENUE N LINE CRETA N LINE CRETA ALCAZAR Sedan VERNA AURA Hatchback Grand i10 NIOS i20 i20 N Line Electric CRETA ELECTRIC IONIQ 5 Taxi PRIME HB PRIME SD A SUV EXTER VENUE VENUE N LINE CRETA N LINE CRETA ALCAZAR Hatchback Grand i10 NIOS i20 i20 N Line Electric CRETA ELECTRIC ","['dealer', 'electric', 'ev']",
Exide Industries,Google News RSS,https://news.google.com/rss/search?q=%22Exide+Industries%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Exide Industries,,"Exide Industries rallies 7% on huge volumes, nears 52-week high; here's why - Business Standard | Indian battery maker Exide's quarterly profit rises 22% on auto demand - Reuters | Best Battery Stocks in India 2026 - Groww | Exide Industries Introduces AGMi – A Future-Ready AGM Battery Range for Advanced Passenger Vehicles - ThePrint | Exide Industries to grow exports by taking advantage of trade deals - The Economic Times","Exide Industries rallies 7% on huge volumes, nears 52-week high; here's why - Business Standard | Indian battery maker Exide's quarterly profit rises 22% on auto demand - Reuters | Best Battery Stocks in India 2026 - Groww | Exide Industries Introduces AGMi – A Future-Ready AGM Battery Range for Advanced Passenger Vehicles - ThePrint | Exide Industries to grow exports by taking advantage of trade deals - The Economic Times","['battery', 'export']",
Varroc Engineering,Official Company Website,https://www.varroc.com,Company Information,Success,200.0,Varroc Engineering | Leading Auto Components Manufacturer,"Varroc Eng. Pvt. Ltd in India, is a leading global auto tech company with products in electrical, electronics, lighting, polymer, metallic, aftermarket, and advanced safety solutions.",ABOUT US | Privacy Policy | Cookies Policy,"Varroc Engineering | Leading Auto Components Manufacturer Varroc Eng. Pvt. Ltd in India, is a leading global auto tech company with products in electrical, electronics, lighting, polymer, metallic, aftermarket, and advanced safety solutions. ABOUT US Privacy Policy Cookies Policy About us Overview Leadership Team Business Locations Our Vision Awards Media In The News Gallery Media Kit Media Contact Specialised Offerings Telematics Platform Fleet Management Solutions Aftermarket solutions Fleet Management Solutions Aftermarket solutions Solutions ICE Powertrain Solutions E-Mobility Solutions Lighting Solutions HMI Solutions Body System Solutions Advanced Safety Solutions Heavy Forging Solution ICE Powertrain Solutions Body System Solutions Advanced Safety Solutions Heavy Forging Solution Technology Overview Safe Mobility Smart Mobility Sustainable Mobility Capabilities in Product Developm","['aftermarket', 'component', 'electric', 'ev', 'mobility']",
Minda Corporation,Google News RSS,https://news.google.com/rss/search?q=%22Minda+Corporation%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Minda Corporation,,"Top 10 Auto Component Manufacturers in India: The Companies Powering the Automotive Industry - Autopunditz | Minda Corporation Reports Rs 6,185 Crore Revenue In FY2026, EBITDA Stands At Rs 721 Crore - BW Auto World | Spark Minda Green Mobility forms JV with UK-based Turntide to develop next-gen powertrain solutions - ET Auto | Minda Corporation and Turntide Technologies Form Joint Venture for Indian EV Market - Autocar Professional | Minda Corporation Reports Record Revenue and EBITDA for FY26 - Machine Maker","Top 10 Auto Component Manufacturers in India: The Companies Powering the Automotive Industry - Autopunditz | Minda Corporation Reports Rs 6,185 Crore Revenue In FY2026, EBITDA Stands At Rs 721 Crore - BW Auto World | Spark Minda Green Mobility forms JV with UK-based Turntide to develop next-gen powertrain solutions - ET Auto | Minda Corporation and Turntide Technologies Form Joint Venture for Indian EV Market - Autocar Professional | Minda Corporation Reports Record Revenue and EBITDA for FY26 - Machine Maker","['component', 'ev', 'mobility']",
JBM Auto,Google News RSS,https://news.google.com/rss/search?q=%22JBM+Auto%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for JBM Auto,,"JBM Electric Vehicles Teams Up with Al Habtoor Motors to Bring E-Buses to the UAE - Machine Maker | JBM Auto Leads India’s Electric Bus Market with 49% Share in May 2026 - Passionate In Marketing | Bosch, JBM Auto, Igarashi rally up to 12%; why are OEM shares in demand? - Business Standard | Olectra Greentech, JBM Auto shares rally up to 7.6%; what investors need to know - Upstox | JBM Auto Shares Outlook as India EV Growth and Global Trends Accelerate - Vocal","JBM Electric Vehicles Teams Up with Al Habtoor Motors to Bring E-Buses to the UAE - Machine Maker | JBM Auto Leads India’s Electric Bus Market with 49% Share in May 2026 - Passionate In Marketing | Bosch, JBM Auto, Igarashi rally up to 12%; why are OEM shares in demand? - Business Standard | Olectra Greentech, JBM Auto shares rally up to 7.6%; what investors need to know - Upstox | JBM Auto Shares Outlook as India EV Growth and Global Trends Accelerate - Vocal","['electric', 'ev']",
Sona BLW Precision Forgings,Official Company Website,https://sonacomstar.com,Company Information,Success,200.0,Automotive Systems & Components Manufacturer | Leading Automotive Company in India,"Sona Comstar is a global automotive systems & components manufacturer with 9 plants spread across India, China, Mexico, and the USA. The company is one of India's leading automotive technology companies, designing, manufacturing and supplying highly engineered, mission critical automotive systems and components",Precision Drivetrain Products | Leading Innovation | e-Propulsion Products,"Automotive Systems & Components Manufacturer | Leading Automotive Company in India Sona Comstar is a global automotive systems & components manufacturer with 9 plants spread across India, China, Mexico, and the USA. The company is one of India's leading automotive technology companies, designing, manufacturing and supplying highly engineered, mission critical automotive systems and components Precision Drivetrain Products Leading Innovation e-Propulsion Products Company Chairman Emeritus Journey & Global Presence Mission Vision & Values Corporate Presentation Our People Team Our Culture Technology Driveline Motor Railway Business Sensors & Software Innovation Technology Roadmap Investors Disclosures under Regulation 46 of SEBI (LODR) Regulations Board of Directors Details of Business Annual Reports Memorandum & Articles of Association Policies and Codes I Contact Us Get in Touch For Supp","['component', 'connected', 'electric', 'ev', 'manufacturing', 'mobility', 'quality', 'supplier']",
Sundaram Clayton,Google News RSS,https://news.google.com/rss/search?q=%22Sundaram+Clayton%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Sundaram Clayton,,Sundaram Clayton climbs after appointing R Venkatesh as CEO - Business Standard | Sundaram Clayton Reports 9% EBITDA Growth Despite Revenue Decline in Q2 FY2025-26 - scanx.trade | Lakshmi Venu: The Trailblazer Shaping India’s Automotive Future - Her Circle | Venu Srinivasan returns as chairman and MD of Sundaram Clayton - Business Standard | IN - Here’s how Sundaram-Clayton’s new foundry in Chennai will boost capacity expansion in the auto industry - foundry-planet.com,Sundaram Clayton climbs after appointing R Venkatesh as CEO - Business Standard | Sundaram Clayton Reports 9% EBITDA Growth Despite Revenue Decline in Q2 FY2025-26 - scanx.trade | Lakshmi Venu: The Trailblazer Shaping India’s Automotive Future - Her Circle | Venu Srinivasan returns as chairman and MD of Sundaram Clayton - Business Standard | IN - Here’s how Sundaram-Clayton’s new foundry in Chennai will boost capacity expansion in the auto industry - foundry-planet.com,"['ev', 'expansion']",
Gabriel India,Google News RSS,https://news.google.com/rss/search?q=%22Gabriel+India%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Gabriel India,,"Gabriel India appoints Prabhu Lakshmi Pathy as Senior VP, Chief Manufacturing and Quality Officer - ET Auto | Gabriel India Shares Rally 690% In 5 Years; Motilal Oswal Sees 30% Upside Potential - Samco | Motilal Oswal 'bull case' sees 71% upside in this auto parts manufacturer - CNBC TV18 | Here's Why We Think Gabriel India (NSE:GABRIEL) Might Deserve Your Attention Today - simplywall.st | Stocks to buy: Nagaraj Shetti recommends Gabriel India, Rico Auto shares to buy - livemint.com","Gabriel India appoints Prabhu Lakshmi Pathy as Senior VP, Chief Manufacturing and Quality Officer - ET Auto | Gabriel India Shares Rally 690% In 5 Years; Motilal Oswal Sees 30% Upside Potential - Samco | Motilal Oswal 'bull case' sees 71% upside in this auto parts manufacturer - CNBC TV18 | Here's Why We Think Gabriel India (NSE:GABRIEL) Might Deserve Your Attention Today - simplywall.st | Stocks to buy: Nagaraj Shetti recommends Gabriel India, Rico Auto shares to buy - livemint.com","['manufacturing', 'quality']",
Exide Industries,Official Company Website,https://www.exideindustries.com,Company Information,Success,200.0,Exide - India's largest selling batteries,,You can also register your Battery/Inverter through:,Exide - India's largest selling batteries You can also register your Battery/Inverter through: ABOUT Profile About Exide Vision & Mission Heritage Global Presence Our Brands Exide SF Batteries Dynex Batteries Leadership Board of Directors Board Committees Executive Committee Profile About Exide Vision & Mission Heritage Global Presence Our Brands Exide SF Batteries Dynex Batteries Leadership Board of Directors Board Committees Executive Committee Manufacturing Facilities Research & Development PRODUCTS Automotive Batteries Products - Four Wheeler Batteries - Three Wheeler Batteries - Two Wheeler Batteries - E-Rickshaw Batteries E-Rickshaw Vehicles Exide NEO DEMINERALISED Automotive Batteries Products - Four Wheeler Batteries - Three Wheeler Batteries - Two Wheeler Batteries - E-Rickshaw Batteries Products - Four Wheeler Batteries - Three Wheeler Batteries - Two Wheeler Batteries - E-Rick,"['battery', 'ev', 'manufacturing']",
JBM Auto,Official Company Website,https://www.jbmgroup.com,Company Information,Success,200.0,Largest Electric Bus Manufacturer in the world | EV Ecosystem Company in India,"JBM Group is one of the Biggest Electric Bus Manufacturer: - World’s major Bus and Electric Vehicle Manufacturer, JBM Group’s unique well-to-wheel EV Ecosystem is playing a pivotal role in propelling the global Net Zero Goals.",,"Largest Electric Bus Manufacturer in the world | EV Ecosystem Company in India JBM Group is one of the Biggest Electric Bus Manufacturer: - World’s major Bus and Electric Vehicle Manufacturer, JBM Group’s unique well-to-wheel EV Ecosystem is playing a pivotal role in propelling the global Net Zero Goals. About Chairman’s Message Vice Chairman’s Message Vice Chairman’s Message Businesses Auto Components & Systems Buses & Electric Vehicles EV Aggregates EV Charging Infrastructure Renewables Environment Management Auto Components & Systems Buses & Electric Vehicles EV Charging Infrastructure Environment Management About Chairman’s Message Vice Chairman’s Message Vice Chairman’s Message Businesses Auto Components & Systems Buses & Electric Vehicles EV Aggregates EV Charging Infrastructure Renewables Environment Management Auto Components & Systems Buses & Electric Vehicles EV Charging Infras","['charging', 'component', 'electric', 'ev']",
Sundaram Clayton,Official Company Website,https://www.sundaramclayton.com,Company Information,Success,200.0,Sundaram Clayton Limited,,,Sundaram Clayton Limited,[],
MRF,Official Company Website,https://www.mrftyres.com,Company Information,Success,200.0,Car Tyres | Bike Tyres by official website of MRF Tyres,"MRF is the largest manufacturer of tyres in India. Established in 1946 and headquartered in Chennai, MRF exports tyres to over 90 markets abroad. The company manufactures a wide range of products including tyres, treads, tubes & conveyor belts, paints and toys.",Choose a tyre | Tyres & Services | Newsletter,"Car Tyres | Bike Tyres by official website of MRF Tyres MRF is the largest manufacturer of tyres in India. Established in 1946 and headquartered in Chennai, MRF exports tyres to over 90 markets abroad. The company manufactures a wide range of products including tyres, treads, tubes & conveyor belts, paints and toys. Choose a tyre Tyres & Services Newsletter Who We Are Milestones Awards & Achievements Research & Design Sustainability Careers Our Presence Awards & Achievements Products Tyres Sports Goods Funskool Paints & Coats PreTreads International Business Business Opportunities MRF Srilanka International Business Business Opportunities Services T&S TireTok Tyredrome MRF FASST Muscle Zone MIDD Dealer Locator","['dealer', 'ev', 'export', 'service']",
MRF,Google News RSS,https://news.google.com/rss/search?q=%22MRF%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for MRF,,"Indian Tyre Brands Shine Globally: MRF, CEAT & Apollo Among World’s Strongest Tyre Brands in 2026 - Autopunditz | MRF's Arun Mammen re-elected as chairman of Automotive Tyre Manufacturers' Association - ET Auto | MRF to invest €500m in new tire plant in India - European Rubber Journal | MRF Vice Chairman and MD Arun Mammen re-elected as ATMA chairman - Business Standard | New mileage pitch, MRF ZLX car tire targets Indian families - AD HOC NEWS","Indian Tyre Brands Shine Globally: MRF, CEAT & Apollo Among World’s Strongest Tyre Brands in 2026 - Autopunditz | MRF's Arun Mammen re-elected as chairman of Automotive Tyre Manufacturers' Association - ET Auto | MRF to invest €500m in new tire plant in India - European Rubber Journal | MRF Vice Chairman and MD Arun Mammen re-elected as ATMA chairman - Business Standard | New mileage pitch, MRF ZLX car tire targets Indian families - AD HOC NEWS",[],
CEAT,Google News RSS,https://news.google.com/rss/search?q=%22CEAT%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for CEAT,,"Indian Tyre Brands Shine Globally: MRF, CEAT & Apollo Among World’s Strongest Tyre Brands in 2026 - Autopunditz | SUV preference remains intact despite GST 2.0 lift for small cars: CEAT MD - ET Auto | CEAT launches India's first car tyre with 90% bio-based content - Team-BHP | Maruti, Tata Motors, Hyundai India: Is the rise in small car demand after GST cuts sustainable? Check what CEAT MD says - Upstox | Too early to say small car demand will sustain GST cuts: Ceat MD & CEO - Business Standard","Indian Tyre Brands Shine Globally: MRF, CEAT & Apollo Among World’s Strongest Tyre Brands in 2026 - Autopunditz | SUV preference remains intact despite GST 2.0 lift for small cars: CEAT MD - ET Auto | CEAT launches India's first car tyre with 90% bio-based content - Team-BHP | Maruti, Tata Motors, Hyundai India: Is the rise in small car demand after GST cuts sustainable? Check what CEAT MD says - Upstox | Too early to say small car demand will sustain GST cuts: Ceat MD & CEO - Business Standard",[],
CEAT,Official Company Website,https://www.ceat.com,Company Information,Success,200.0,"Best Tyre for Car, Bike & Scooter Online | CEAT Tyres | Buy Tyre Online","Buy Tyres for Car, Bike and Scooter Online from CEAT, a leading Tyre Brand in India.Find the Best Tube and Tubeless Tyre for your vehicle. Buy Tyres Online and get Free Home Delivery.",CEAT Tyres for Every Terrain | Luxury Car Tyres | Car Tyre Range | Bike Tyre Range | Scooter Tyre Range | Car Tyres | SUV Tyres | Bike Tyres,"Best Tyre for Car, Bike & Scooter Online | CEAT Tyres | Buy Tyre Online Buy Tyres for Car, Bike and Scooter Online from CEAT, a leading Tyre Brand in India.Find the Best Tube and Tubeless Tyre for your vehicle. Buy Tyres Online and get Free Home Delivery. CEAT Tyres for Every Terrain Luxury Car Tyres Car Tyre Range Bike Tyre Range Scooter Tyre Range Car Tyres SUV Tyres Bike Tyres Finding the right tyre for your vehicle. We are almost there... Finding the right tyre for your vehicle. We are almost there... Audi A7 Sportback Tyre",['ev'],
Gabriel India,Official Company Website,https://www.anandgroupindia.com/gabrielindia,Company Information,Success,200.0,Gabriel India: Pioneering Ride Control Solutions for a Comfortable Driving Experience,"Explore how Gabriel India has become synonymous with ride comfort and safety in India, providing top-quality shock absorbers and advanced engineering solutions for OEMs and the aftermarket.",Newsletter Subscription | About Gabriel | Pioneers of Ride Comfort in India | Facts & Figures | Business Units | 2 & 3 - Wheelers | Passenger Cars | Commercial Vehicles & Railways,"Gabriel India: Pioneering Ride Control Solutions for a Comfortable Driving Experience Explore how Gabriel India has become synonymous with ride comfort and safety in India, providing top-quality shock absorbers and advanced engineering solutions for OEMs and the aftermarket. Newsletter Subscription About Gabriel Pioneers of Ride Comfort in India Facts & Figures Business Units 2 & 3 - Wheelers Passenger Cars Commercial Vehicles & Railways Aftermarket Investors Presentations SMART ODR Portal Disclosures under Regulation 46 of the LODR Announcements Annual Reports Financial Results Shareholding Pattern Corporate Governance Invest Disclosures under Regulation 46 of the LODR Announcements Annual Reports Financial Results Shareholding Pattern Corporate Governance Investor Information Scheme of Arrangement Scheme of Arrangement Investors Presentations SMART ODR Portal Disclosures under Regulati","['aftermarket', 'commercial vehicle', 'quality']",
Ola Electric,Google News RSS,https://news.google.com/rss/search?q=%22Ola+Electric%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Ola Electric,,"Ola Electric to Ather Energy: EV companies in India - Upstox | Ola Electric sales rise 23% MoM in May to 15,139 units - ET Auto | Ola Electric rises 20% even as EV two-wheeler registrations decline in April - Entrackr | Top 5 Electric 2-Wheeler Manufacturers In India, Ola Out Of List For Feb'26 - NDTV | Ola Electric sees 23 pc growth in monthly registrations in May - The Economic Times","Ola Electric to Ather Energy: EV companies in India - Upstox | Ola Electric sales rise 23% MoM in May to 15,139 units - ET Auto | Ola Electric rises 20% even as EV two-wheeler registrations decline in April - Entrackr | Top 5 Electric 2-Wheeler Manufacturers In India, Ola Out Of List For Feb'26 - NDTV | Ola Electric sees 23 pc growth in monthly registrations in May - The Economic Times","['electric', 'ev', 'two-wheeler']",
Ola Electric,Official Company Website,https://www.olaelectric.com,Company Information,Success,200.0,Electric Scooter and EV Bike in India| Ola Electric,"Buy Ola Electric’s high-performance EV scooters and bikes. Get details on range, charging, pricing, and easy bookings. Make the switch to electric today",Introducing Ola S1 3rd Gen portfolio | Fast forward to the future | Thank You! | Leaving so soon? | Enter the OTP sent to | Upgrade program now live across India. | Built for our community. | The future of motorcycling,"Electric Scooter and EV Bike in India| Ola Electric Buy Ola Electric’s high-performance EV scooters and bikes. Get details on range, charging, pricing, and easy bookings. Make the switch to electric today Introducing Ola S1 3rd Gen portfolio Fast forward to the future Thank You! Leaving so soon? Enter the OTP sent to Upgrade program now live across India. Built for our community. The future of motorcycling Ola Service Centres Near You Plan Your Ride with Easy EMIs The all-new Gen-3 platform Buying an EV is money in the bank. Come on over. Meet us in Starting at ₹1,49,999 Starting at ₹1,24,999 Starting at ₹1,02,499 We use cookies to ensure that we give you the best experience. Learn more .","['charging', 'electric', 'ev', 'service']",
Ather Energy,Google News RSS,https://news.google.com/rss/search?q=%22Ather+Energy%22+automotive+India&hl=en-IN&gl=IN&ceid=IN:en,Business News,Success,200.0,Google News RSS results for Ather Energy,,"OEM-supplier collaboration key to building India’s next generation of automotive IP: Ather’s Swapnil Jai.. - ET Auto | Ather Energy Crosses 7 Lakh Electric Scooter Sales Milestone, Becomes India’s Fourth Largest EV Brand By Cumulative Deliveries - Autopunditz | Ather Energy Becomes Fourth Indian EV Maker to Surpass 700,000 Sales - Autocar Professional | India's Ather Energy narrows quarterly loss as Rizta e-scooter drives sales growth - Reuters | Govt. Mulls Adding EV Startups Ather Energy, River Mobility and Euler Motors to PLI Scheme - ACKO Drive","OEM-supplier collaboration key to building India’s next generation of automotive IP: Ather’s Swapnil Jai.. - ET Auto | Ather Energy Crosses 7 Lakh Electric Scooter Sales Milestone, Becomes India’s Fourth Largest EV Brand By Cumulative Deliveries - Autopunditz | Ather Energy Becomes Fourth Indian EV Maker to Surpass 700,000 Sales - Autocar Professional | India's Ather Energy narrows quarterly loss as Rizta e-scooter drives sales growth - Reuters | Govt. Mulls Adding EV Startups Ather Energy, River Mobility and Euler Motors to PLI Scheme - ACKO Drive","['electric', 'ev', 'mobility', 'supplier']",
Ather Energy,Official Company Website,https://www.atherenergy.com,Company Information,Success,200.0,"Ather Electric Scooter in India | Price, Colours & Features (2026)","Discover Ather EV scooters – the best electric scooter in India. Check performance, smart features, range, price, charging and book your electric scooter online.",,"Ather Electric Scooter in India | Price, Colours & Features (2026) Discover Ather EV scooters – the best electric scooter in India. Check performance, smart features, range, price, charging and book your electric scooter online. Check Finance Options The Ather Electric Family Built for pure performance ₹ 1 35 999 or ₹ 2 671/m ₹ 1 21 499 or ₹ 2 386/m Connect, play music, and talk seamlessly with your Ather.","['charging', 'electric', 'ev']",
Eicher Motors,Official Company Website,https://www.eichermotors.com,Company Information,Failed,,,,,,[],"HTTPSConnectionPool(host='www.eichermotors.com', port=443): Read timed out. (read timeout=8)"
Minda Corporation,Official Company Website,https://www.sparkminda.com,Company Information,Success,200.0,Leading Auto Component Manufacturer In India | Spark Minda,,Smarter Solutions for people and planet | Divisions | Partnerships | Overseas | Products & Solutions | 2W Vehicle Access Division | 4W Vehicle Access Division | Die Casting Division,Leading Auto Component Manufacturer In India | Spark Minda Smarter Solutions for people and planet Divisions Partnerships Overseas Products & Solutions 2W Vehicle Access Division 4W Vehicle Access Division Die Casting Division Electrical Distribution System Division Innovation & Technology PRODUCTS & SOLUTIONS Divisions 2W Vehicle Access Division 4W Vehicle Access Division Die Casting Division Electrical Distribution System Division Interior Plastics Division Drivers 2W Vehicle Access Division 4W Vehicle Access Division Electrical Distribution System Division Interior Plastics Division Drivers Information System Division Smart Electronics Division Advanced Automotive Sensors Electric Vehicle Mobility Division Starter Motor and Alternator Division Daesung Eltec ADAS to bring Next-Gen Advanced Driver Assistance System (ADAS) solutions to the domestic automotive market. LocoNav India to int,"['battery', 'component', 'electric', 'ev', 'manufacturing', 'mobility']",
